 "name" , "platformName" , "platformUrl" , "numberOfSeason" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://qazaqstan.tv/" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://qazaqstan.tv/" , "2" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "5" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "5" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://qazaqstan.tv/" , "5" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "5" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "5" ,
 "The Voice of Kazakhstan Kids" , "Qazaqstan" , "https://qazaqstan.tv/" , "5" ,
 "Nightlive" , "RTÉ2" , "https://www.rte.ie/player/onnow/66546216064" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/954956327242/location/6651943228.html" , "1" ,
 "Nightlive" , "RTÉ2" , "http://www.rte.ie/tv/rte2.html" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.rte.ie/player/onnow/66546216064" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/954956327242/location/6651943228.html" , "1" ,
 "Nightlive" , "RTÉ2" , "http://www.rte.ie/tv/rte2.html" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.rte.ie/player/onnow/66546216064" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/954956327242/location/6651943228.html" , "1" ,
 "Nightlive" , "RTÉ2" , "http://www.rte.ie/tv/rte2.html" , "1" ,
 "Nightlive" , "RTÉ2" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Chop Suey Trio" , "YTV" , "http://www.ytv.com/" , "1" ,
 "Chop Suey Trio" , "YTV" , "http://www.ytv.com" , "1" ,
 "Chop Suey Trio" , "YTV" , "https://web.archive.org/web/20090428115447/http:/www.museum.tv/archives/etv/Y/htmlY/youthtv/youthtv.htm" , "1" ,
 "Chop Suey Trio" , "YTV" , "https://web.archive.org/web/19970412205051/http:/www.ytv.com/" , "1" ,
 "Quads!" , "Special Broadcasting Service" , "https://www.sbs.com.au" , "2" ,
 "Quads!" , "Special Broadcasting Service" , "https://www.sbs.com.au/inlanguage" , "2" ,
 "The Highs and Lows of Sophie Paquin" , "Ici Radio-Canada Télé" , "https://web.archive.org/web/20071021012848/http:/broadcasting-history.ca/networks/networks_SRC_Television.html" , "4" ,
 "The Highs and Lows of Sophie Paquin" , "Ici Radio-Canada Télé" , "https://ici.radio-canada.ca/tele" , "4" ,
 "The Highs and Lows of Sophie Paquin" , "Ici Radio-Canada Télé" , "http://www.cbc.radio-canada.ca" , "4" ,
 "Peep" , "PBS Kids" , "https://www.amazon.com/b/ref=atv_hm_hom_5_c_t_3_zcapbk6%3F_encoding=UTF8&benefitId=pbskids&node=2858778011" , "5" ,
 "Peep" , "PBS Kids" , "https://pbskids.org" , "5" ,
 "Project Runway Middle East" , "Lebanese Broadcasting Corporation International" , "https://www.lbcgroup.tv/" , "2" ,
 "Project Runway Middle East" , "Lebanese Broadcasting Corporation International" , "http://www.lbci.com" , "2" ,
 "Project Runway Middle East" , "Lebanese Broadcasting Corporation International" , "https://www.lbcgroup.tv/" , "2" ,
 "Project Runway Middle East" , "Lebanese Broadcasting Corporation International" , "http://www.lbci.com" , "2" ,
 "The Farm" , "YouTube LLC" , "https://web.archive.org/web/20161226033151/https:/www.numberphile.com/videos/301_views.html%7Carchive-date=December" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.numberphile.com/videos/301_views.html%7Cwork=Numberphile%7Cpublisher=Brady" , "7" ,
 "The Farm" , "YouTube LLC" , "https://archive.org/details/socialnetworking0000kels%7Curl-access=registration%7Cyear=2010%7Cpublisher=Springer-Verlag%7Cisbn=978-1-4302-2596-6" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.nytimes.com/2012/07/01/magazine/on-youtube-amateur-is-the-new-pro.html%7Cnewspaper=" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.youtube.com/%7Cyoutube.com" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.businessinsider.com/key-turning-points-history-of-youtube-2013-2%7Cwebsite=" , "7" ,
 "The Farm" , "YouTube LLC" , "https://web.archive.org/web/20161226033151/https:/www.numberphile.com/videos/301_views.html%7Carchive-date=December" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.numberphile.com/videos/301_views.html%7Cwork=Numberphile%7Cpublisher=Brady" , "7" ,
 "The Farm" , "YouTube LLC" , "https://archive.org/details/socialnetworking0000kels%7Curl-access=registration%7Cyear=2010%7Cpublisher=Springer-Verlag%7Cisbn=978-1-4302-2596-6" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.nytimes.com/2012/07/01/magazine/on-youtube-amateur-is-the-new-pro.html%7Cnewspaper=" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.youtube.com/%7Cyoutube.com" , "7" ,
 "The Farm" , "YouTube LLC" , "https://www.businessinsider.com/key-turning-points-history-of-youtube-2013-2%7Cwebsite=" , "7" ,
 "eXtra Factor" , "YouTube LLC" , "https://web.archive.org/web/20161226033151/https:/www.numberphile.com/videos/301_views.html%7Carchive-date=December" , "9" ,
 "eXtra Factor" , "YouTube LLC" , "https://www.numberphile.com/videos/301_views.html%7Cwork=Numberphile%7Cpublisher=Brady" , "9" ,
 "eXtra Factor" , "YouTube LLC" , "https://archive.org/details/socialnetworking0000kels%7Curl-access=registration%7Cyear=2010%7Cpublisher=Springer-Verlag%7Cisbn=978-1-4302-2596-6" , "9" ,
 "eXtra Factor" , "YouTube LLC" , "https://www.nytimes.com/2012/07/01/magazine/on-youtube-amateur-is-the-new-pro.html%7Cnewspaper=" , "9" ,
 "eXtra Factor" , "YouTube LLC" , "https://www.youtube.com/%7Cyoutube.com" , "9" ,
 "eXtra Factor" , "YouTube LLC" , "https://www.businessinsider.com/key-turning-points-history-of-youtube-2013-2%7Cwebsite=" , "9" ,
 "The Evil Eye" , "StarPlus" , "http://www.hotstar.com/channels/star-plus" , "2" ,
 "The Evil Eye" , "StarPlus" , "http://www.hotstar.com/channels/star-plus" , "2" ,
 "The Wall" , "Alpha TV" , "http://www.alphatvsat.com/" , "6" ,
 "The Wall" , "Alpha TV" , "https://www.alphatv.gr/" , "6" ,
 "The Wall" , "Alpha TV" , "https://www.alphatv.gr/live/" , "6" ,
 "Big Mother ''" , "Alpha TV" , "http://www.alphatvsat.com/" , "6" ,
 "Big Mother ''" , "Alpha TV" , "https://www.alphatv.gr/" , "6" ,
 "Big Mother ''" , "Alpha TV" , "https://www.alphatv.gr/live/" , "6" ,
 "STAY: Saga..I will miss you" , "GMM 25" , "https://www.gmm25.com" , "1" ,
 "Veliki Brat" , "BN Televizija" , "http://www.rtvbn.com/" , "5" ,
 "Veliki Brat" , "BN Televizija" , "http://www.rtvbn.com" , "5" ,
 "Big Mother ''" , "ANT1" , "https://watch.antennaplus.gr/%23/live/ant1" , "6" ,
 "Big Mother ''" , "ANT1" , "https://www.antenna.gr/" , "6" ,
 "Big Mother ''" , "ANT1" , "https://www.antennaeurope.gr/" , "6" ,
 "Big Mother ''" , "ANT1" , "https://www.antennapacific.gr/" , "6" ,
 "Big Mother ''" , "ANT1" , "https://www.antennasatellite.gr/" , "6" ,
 "Big Mother ''" , "ANT1" , "https://www.youtube.com/watch%3Fv=CGOfpgtM51o" , "6" ,
 "The Wall" , "ANT1" , "https://watch.antennaplus.gr/%23/live/ant1" , "6" ,
 "The Wall" , "ANT1" , "https://www.antenna.gr/" , "6" ,
 "The Wall" , "ANT1" , "https://www.antennaeurope.gr/" , "6" ,
 "The Wall" , "ANT1" , "https://www.antennapacific.gr/" , "6" ,
 "The Wall" , "ANT1" , "https://www.antennasatellite.gr/" , "6" ,
 "The Wall" , "ANT1" , "https://www.youtube.com/watch%3Fv=CGOfpgtM51o" , "6" ,
 "Veliki Brat" , "OBN" , "http://www.obn.ba" , "5" ,
 "Veliki Brat" , "OBN" , "http://www.obn.ba/" , "5" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://www.nrk.no/about/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://tv.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://ut.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/guide/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3607220" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3698330" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/kanal/programoversikt/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.yr.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://www.nrk.no/about/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://tv.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://ut.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/guide/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3607220" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3698330" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/kanal/programoversikt/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.yr.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://www.nrk.no/about/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://tv.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://ut.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/guide/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3607220" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3698330" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/kanal/programoversikt/" , "3" ,
 "Sunshine Kathy" , "Norwegian Broadcasting Corporation" , "http://www.yr.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://www.nrk.no/about/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://tv.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://ut.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "https://radio.nrk.no/guide/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3607220" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/informasjon/about_the_nrk/1.3698330" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.nrk.no/kanal/programoversikt/" , "3" ,
 "Ella Bella" , "Norwegian Broadcasting Corporation" , "http://www.yr.no/" , "3" ,
 "Big Mother ''" , "Skai TV" , "https://www.skaitv.gr/" , "6" ,
 "Big Mother ''" , "Skai TV" , "https://www.skaitv.gr/live" , "6" ,
 "The Wall" , "Skai TV" , "https://www.skaitv.gr/" , "6" ,
 "The Wall" , "Skai TV" , "https://www.skaitv.gr/live" , "6" ,
 "Open Doors" , "Prva Srpska Televizija" , "http://www.prva.rs" , "4" ,
 "Open Doors" , "Prva Srpska Televizija" , "http://www.prvatv.me" , "4" ,
 "Open Doors" , "Prva Srpska Televizija" , "http://www.prva.rs" , "4" ,
 "Open Doors" , "Prva Srpska Televizija" , "http://www.prvatv.me" , "4" ,
 "Open Doors" ,  , "http://www.rts.rs/" , "4" ,
 "Open Doors" ,  , "http://www.rts.rs/" , "4" ,
 "Open Doors" , "Radio Television of Serbia" , "http://www.rts.rs/" , "4" ,
 "Open Doors" , "Radio Television of Serbia" , "http://www.rts.rs/" , "4" ,
 "El Waara" , "Echorouk TV" , "https://tv.echoroukonline.com/echorouk-tv/%7Ctv.echoroukonline.com" , "1" ,
 "El Waara" , "Echorouk TV" , "https://tv.echoroukonline.com/echorouk-tv/" , "1" ,
 "El Waara" , "Echorouk TV" , "https://tv.echoroukonline.com/live/" , "1" ,
 "El Waara" , "Echorouk TV" , "http://my-tv.us" , "1" ,
 "Bit Museum" , "Vimeo, Inc." , "https://www.vimeo.com" , "1" ,
 "Parvarrish" , "Sony Entertainment Television" , "http://www.setindia.com" , "2" ,
 "Parvarrish" , "Sony Entertainment Television" , "https://www.setindia.com/" , "2" ,
 "Parvarrish" , "Sony Entertainment Television" , "https://www.sonyliv.com/live-tv/set-live-1000009246" , "2" ,
 "Parvarrish" , "Sony Entertainment Television" , "http://www.setindia.com" , "2" ,
 "Parvarrish" , "Sony Entertainment Television" , "https://www.setindia.com/" , "2" ,
 "Parvarrish" , "Sony Entertainment Television" , "https://www.sonyliv.com/live-tv/set-live-1000009246" , "2" ,
 "Bit Museum" , "Destructoid" , "http://www.destructoid.com" , "1" ,
 "Pakistan Idol: Jo Hai Dil Ki Awaz" , "Geo Entertainment HD" , "http://harpalgeo.tv" , "1" ,
 "Search for the Idol Philippines" , "ABS-CBN" , "https://www.abs-cbn.com/" , "2" ,
 "Search for the Idol Philippines" , "ABS-CBN" , "http://philippines.mom-rsf.org/en/media/tv/" , "2" ,
 "Search for the Idol Philippines" , "Kapamilya term" , "https://www.abs-cbn.com/" , "2" ,
 "Search for the Idol Philippines" , "Kapamilya term" , "http://philippines.mom-rsf.org/en/media/tv/" , "2" ,
 "Search for the Idol Philippines" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "2" ,
 "Bit Museum" , "YouTube LLC" , "https://web.archive.org/web/20161226033151/https:/www.numberphile.com/videos/301_views.html%7Carchive-date=December" , "1" ,
 "Bit Museum" , "YouTube LLC" , "https://www.numberphile.com/videos/301_views.html%7Cwork=Numberphile%7Cpublisher=Brady" , "1" ,
 "Bit Museum" , "YouTube LLC" , "https://archive.org/details/socialnetworking0000kels%7Curl-access=registration%7Cyear=2010%7Cpublisher=Springer-Verlag%7Cisbn=978-1-4302-2596-6" , "1" ,
 "Bit Museum" , "YouTube LLC" , "https://www.nytimes.com/2012/07/01/magazine/on-youtube-amateur-is-the-new-pro.html%7Cnewspaper=" , "1" ,
 "Bit Museum" , "YouTube LLC" , "https://www.youtube.com/%7Cyoutube.com" , "1" ,
 "Bit Museum" , "YouTube LLC" , "https://www.businessinsider.com/key-turning-points-history-of-youtube-2013-2%7Cwebsite=" , "1" ,
 "Zak Storm: Super Pirate" , "Canal J" , "https://www.canalj.fr/" , "1" ,
 "Zak Storm: Super Pirate" , "Canal J" , "http://www.canalj.fr" , "1" ,
 "Zak Storm: Super Pirate" , "Super!" , "http://www.supertv.it/" , "1" ,
 "Zak Storm: Super Pirate" , "Super!" , "http://www.supertv.it" , "1" ,
 "Zak Storm: Super Pirate" , "Gulli" , "http://www.gulli.fr/" , "1" ,
 "Zak Storm: Super Pirate" , "Gulli" , "https://web.archive.org/web/20081216232903/http:/www.gulli.fr/" , "1" ,
 "Zak Storm: Super Pirate" , "Gulli" , "https://web.archive.org/web/20090205000340/http:/gulli.fr/Chaine-TV/Dessins-animes/Oggy-et-les-cafards/" , "1" ,
 "Zak Storm: Super Pirate" , "DeA Kids" , "http://www.deakids.it/" , "1" ,
